title,release_date,release_year,revenue,genres
Spaced Invaders,1990-04-27,1990,15369573,"['Comedy', 'Family', 'Science Fiction']"
Vampire Journals,1997-02-25,1997,0,"['Horror', 'Thriller']"
Wonder Man,1945-01-01,1945,0,"['Music', 'Comedy', 'Fantasy']"
Goin' South,1978-10-06,1978,0,"['Comedy', 'Western']"
Barbie in A Mermaid Tale,2010-01-26,2010,16441438,"['Animation', 'Family', 'Fantasy']"
Night Of The Twisters,1996-01-01,1996,0,"['Action', 'Drama']"
Look in Any Window,1961-01-29,1961,0,['Drama']
Count the Hours,1953-04-01,1953,0,['Crime']
Crashout,1955-03-01,1955,0,['Crime']
Imitation of Life,1959-01-01,1959,0,"['Drama', 'Romance']"
Blame It on the Bellboy,1992-03-06,1992,0,['Comedy']
Crooklyn,1994-05-13,1994,0,"['Comedy', 'Drama']"
The Bitter Tea of General Yen,1933-01-06,1933,0,"['Drama', 'Romance']"
The Jerk Theory,2009-02-05,2009,0,['Comedy']
Magic,1978-11-08,1978,0,"['Drama', 'Horror', 'Thriller']"
Return to Halloweentown,2006-10-20,2006,0,"['Family', 'Fantasy', 'Comedy', 'TV Movie']"
Crude,2009-09-09,2009,0,['Documentary']
Across the Wide Missouri,1951-10-01,1951,0,"['Adventure', 'Western']"
Sleepaway Camp II: Unhappy Campers,1988-10-31,1988,0,"['Horror', 'Comedy']"
Sleepaway Camp III: Teenage Wasteland,1989-02-05,1989,0,"['Comedy', 'Horror']"
Turbulence,1997-01-09,1997,11466088,"['Action', 'Thriller', 'Crime']"
Cannibal Corpse: Live Cannibalism,2000-02-16,2000,0,['Music']
How Weed Won the West,2010-02-17,2010,0,['Documentary']
Murphy's Romance,1985-12-25,1985,30867525,"['Comedy', 'Romance']"
Dead Kennedys: DMPO's on Broadway,1985-01-01,1985,0,['Music']
Dead Kennedys: The Early Years,1987-01-01,1987,0,['Music']
The Woman in Green,1945-06-15,1945,0,"['Crime', 'Mystery']"
Monster in a Box,1992-05-15,1992,311245,"['Comedy', 'Drama']"
The Fall: The Wonderful and Frightening World of Mark E. Smith,2005-01-21,2005,0,['Documentary']
The Howlin' Wolf Story: The Secret History of Rock & Roll,2003-11-04,2003,0,"['Documentary', 'Music']"
That Night,1992-12-17,1992,0,"['Drama', 'Romance']"
Nine Dead,2010-03-09,2010,0,"['Crime', 'Drama', 'Horror', 'Mystery']"
No Man's Land,1987-10-23,1987,2877571,"['Action', 'Drama', 'Thriller']"
Instrument: Ten Years with the Band Fugazi,1999-03-22,1999,0,"['Documentary', 'Music']"
On Broadway,2007-04-25,2007,0,['Drama']
Good Intentions,2010-03-09,2010,0,['Comedy']
Even Cowgirls Get the Blues,1994-05-13,1994,0,"['Western', 'Drama', 'Comedy', 'Romance']"
The Love of Her Life,2008-03-01,2008,0,"['Crime', 'Drama', 'Mystery', 'TV Movie']"
The Battle of Neretva,1969-10-07,1969,0,"['Drama', 'War']"
I'm No Angel,1933-10-06,1933,2850000,"['Comedy', 'Romance']"
"Sheba, Baby",1975-03-26,1975,0,"['Action', 'Drama', 'Thriller']"
Women in Cages,1971-10-19,1971,0,"['Action', 'Crime', 'Drama']"
Three Little Pigs,1933-05-27,1933,0,"['Music', 'Animation', 'Comedy', 'Family']"
Death Dimension,1978-07-01,1978,0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
Care Bears: Journey to Joke-a-Lot,2004-10-05,2004,0,"['Comedy', 'Family', 'Animation']"
Julius Caesar,2002-12-27,2002,0,"['War', 'Drama', 'History']"
Blonde Venus,1932-09-09,1932,0,['Drama']
The Clique,2008-11-11,2008,0,"['Comedy', 'Drama', 'Family']"
George Carlin: Back in Town,1996-03-11,1996,0,"['Comedy', 'Documentary', 'TV Movie']"
George Carlin: George's Best Stuff,1996-01-01,1996,0,['Comedy']
George Carlin: Personal Favorites,1996-01-01,1996,0,['Comedy']
George Carlin: What Am I Doing in New Jersey?,1988-06-09,1988,0,"['Comedy', 'Documentary', 'TV Movie']"
George Carlin: You Are All Diseased,1999-02-06,1999,0,"['Comedy', 'Documentary', 'TV Movie']"
Katt Williams: The Pimp Chronicles Pt. 1,2006-09-16,2006,0,['Comedy']
Lisa Lampanelli: Long Live The Queen,2009-01-01,2009,0,['Comedy']
Ninja Bachelor Party,1991-01-01,1991,0,['Comedy']
Outlaw Comic: The Censoring of Bill Hicks,2003-06-15,2003,0,"['Comedy', 'Documentary']"
Paul Mooney: Analyzing White America,2002-01-01,2002,0,['Comedy']
Countdown: Jerusalem,2009-02-24,2009,0,"['Thriller', 'Science Fiction']"
Jim Norton: Monster Rain,2007-10-13,2007,0,['Comedy']
The A-Team,2010-06-10,2010,177238796,"['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']"
Devils of the Deep: Jumbo Squid,1900-01-01,1900,0,['Documentary']
Alice in Wonderland,1985-12-09,1985,0,"['Family', 'Fantasy']"
Nadja,1994-09-13,1994,0,"['Horror', 'Thriller']"
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009-10-16,2009,0,['Documentary']
Twist of Faith,2005-07-04,2005,0,['Documentary']
The Final,2010-01-28,2010,0,"['Thriller', 'Horror']"
ZMD: Zombies of Mass Destruction,2009-01-01,2009,0,['Horror']
Monster on the Campus,1958-12-17,1958,0,"['Horror', 'Science Fiction']"
The Darkroom,2006-01-01,2006,0,"['Horror', 'Thriller']"
Fast Getaway,1991-03-14,1991,0,"['Action', 'Comedy', 'Crime']"
Heart Like A Wheel,1983-04-01,1983,0,['Drama']
Three Way,2004-06-29,2004,0,"['Crime', 'Drama', 'Thriller']"
Casual Sex?,1988-04-22,1988,12277096,"['Comedy', 'Romance']"
The Neverending Story II: The Next Chapter,1990-10-24,1990,16283667,"['Drama', 'Family', 'Fantasy', 'Adventure']"
Westbrick Murders,2010-01-01,2010,0,"['Horror', 'Action', 'Thriller']"
Dead Girl,1996-01-01,1996,0,['Comedy']
The Lord of the G-Strings: The Femaleship of the String,2003-01-01,2003,0,"['Action', 'Adventure', 'Fantasy']"
Serj Tankian: Elect The Dead Symphony,2010-03-09,2010,0,['Music']
Deadline at Dawn,1946-04-03,1946,0,"['Thriller', 'Mystery', 'Romance']"
Devil's Doorway,1950-09-15,1950,0,['Western']
Drive a Crooked Road,1954-03-10,1954,0,"['Crime', 'Thriller']"
A Single Man,2009-10-19,2009,24964890,['Romance']
Michael Bublé: Caught In The Act,2005-11-22,2005,0,['Music']
Nine Inch Nails: Broken,1993-01-01,1993,0,['Music']
Li'l Abner,1959-12-11,1959,0,"['Comedy', 'Music', 'Family']"
Nightfall,1957-05-13,1957,0,"['Action', 'Crime', 'Thriller']"
Frank Zappa: The Torture Never Stops,2008-05-01,2008,0,['Music']
Chestnut: Hero of Central Park,2004-10-21,2004,0,['Family']
A Bear for Punishment,1951-10-20,1951,0,['Animation']
A Corny Concerto,1943-09-25,1943,0,"['Animation', 'Comedy']"
Diamond Men,2000-01-01,2000,0,"['Drama', 'Thriller', 'Mystery']"
SuicideGirls: Guide to Living,2010-03-16,2010,0,['Documentary']
The Adventures of Huck Finn,1993-04-02,1993,0,"['Action', 'Adventure', 'Drama', 'Family']"
Queer Duck: The Movie,2006-07-18,2006,0,"['Animation', 'Comedy']"
Our Lips Are Sealed,2000-05-18,2000,0,"['Comedy', 'Drama', 'Family']"
They Call Me Mister Tibbs!,1970-07-10,1970,0,"['Drama', 'Action', 'Thriller']"
Stir of Echoes: The Homecoming,2007-08-11,2007,0,"['Horror', 'Thriller']"
Leeches!,2003-08-19,2003,0,"['Horror', 'Thriller']"
The Honeymoon Machine,1961-08-16,1961,0,['Comedy']
Defendor,2009-09-12,2009,44462,"['Drama', 'Action', 'Comedy', 'Crime']"
Sin: The Movie,2000-10-24,2000,0,"['Animation', 'Science Fiction']"
American Radical: The Trials of Norman Finkelstein,2009-11-25,2009,0,['Documentary']
In Search of the Castaways,1962-12-01,1962,0,"['Adventure', 'Drama', 'Family', 'Music']"
Christmas in July,1940-10-18,1940,0,"['Comedy', 'Romance']"
Sinkin' in the Bathtub,1930-04-19,1930,0,"['Comedy', 'Animation']"
Grim Reaper,2007-01-16,2007,0,['Horror']
"Walt Disney's Wonderful World of Color"" I-Man",1986-04-06,1986,0,"['Science Fiction', 'Adventure', 'Fantasy', 'Drama']"
Irish Jam,2006-01-01,2006,0,['Comedy']
The St  Francisville Experiment,2000-04-15,2000,0,"['Horror', 'Thriller']"
City Girl,1930-02-16,1930,0,"['Drama', 'Romance']"
Death at a Funeral,2010-04-15,2010,49050886,['Comedy']
Salute,2008-07-17,2008,0,['Documentary']
SuicideGirls: Italian Villa,2006-06-13,2006,0,['Documentary']
SuicideGirls Must Die!,2010-03-12,2010,0,['Horror']
WWE WrestleMania,1985-03-31,1985,0,"['Action', 'Drama']"
College,1927-09-10,1927,0,"['Drama', 'Comedy', 'Romance']"
Predators,2010-07-03,2010,126248813,"['Action', 'Science Fiction', 'Adventure', 'Thriller']"
Kiss Me Kate,1953-11-26,1953,0,['Music']
Heavens Fall,2006-07-20,2006,0,"['Crime', 'Drama']"
Britney Spears: Live from Las Vegas,2001-12-31,2001,0,['Music']
The Corrs: 'Live at the Royal Albert Hall',1998-08-28,1998,0,['Music']
John Legend: Live at the House of Blues,2005-12-06,2005,0,['Music']
Baseball Bugs,1946-02-02,1946,0,"['Animation', 'Family', 'Comedy']"
.com for Murder,2002-01-01,2002,0,"['Thriller', 'Horror']"
Penthouse,1933-09-08,1933,0,"['Crime', 'Drama', 'Mystery']"
Operation Homecoming: Writing the Wartime Experience,2007-02-09,2007,0,['Documentary']
Puerto Vallarta Squeeze,2003-02-26,2003,0,"['Adventure', 'Action', 'Thriller']"
The Addiction,1995-01-10,1995,0,"['Drama', 'Horror']"
Run of the Arrow,1957-09-05,1957,0,['Western']
The Young One,1960-09-05,1960,0,['Drama']
The Pirate,1948-06-11,1948,2956000,"['Music', 'Romance']"
Alice Gets Stung,1925-02-01,1925,0,"['Animation', 'Comedy']"
Dragon Fight,1989-09-01,1989,0,['Action']
Full Body Massage,1995-10-01,1995,0,['Drama']
Date Night,2010-04-08,2010,152263880,['Comedy']
Boys' Night Out,1962-06-21,1962,0,['Comedy']
High Noon,2009-04-04,2009,0,"['Drama', 'Romance']"
Shanty Tramp,1967-01-01,1967,0,['Drama']
Drool,2009-01-16,2009,0,"['Comedy', 'Drama']"
The Last Flight of Noah's Ark,1980-06-24,1980,11000000,"['Adventure', 'Family']"
Pray For Death,1985-01-11,1985,0,"['Action', 'Crime', 'Thriller']"
Socket,2007-07-14,2007,0,"['Comedy', 'Drama']"
Destino,2003-08-05,2003,0,['Animation']
"Davy Crockett, King of the Wild Frontier",1955-05-25,1955,0,"['Action', 'Adventure', 'Family', 'Western']"
A Cry in the Dark,1988-11-11,1988,6908797,['Drama']
Black Devil Doll from Hell,1984-02-04,1984,0,['Horror']
Splendor,1999-01-29,1999,45703,['Comedy']
The Verdict,1946-11-23,1946,0,['Drama']
Life 101,1995-05-17,1995,0,"['Comedy', 'Drama']"
Edge of Fury,1958-05-01,1958,0,['Thriller']
Hello Again,1987-11-06,1987,20419446,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance']"
The Heavy,2010-04-08,2010,0,"['Thriller', 'Action', 'Adventure']"
The Queens of Comedy,2001-01-27,2001,0,['Comedy']
Fuse Fest: Bonnaroo 2009,2009-01-01,2009,0,['Music']
Furry Vengeance,2010-04-02,2010,36236710,"['Comedy', 'Family']"
Kill Me Later,2001-09-14,2001,0,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime', 'Romance']"
Dinotopia: Quest for the Ruby Sunstone,2005-05-17,2005,0,"['Fantasy', 'Science Fiction', 'Family']"
A Horse for Danny,1995-04-08,1995,0,"['Drama', 'Family']"
Sputnik Mania,2007-12-31,2007,0,['Documentary']
The Disorderly Orderly,1964-12-16,1964,0,"['Comedy', 'Romance']"
The Errand Boy,1961-11-28,1961,0,"['Comedy', 'Family']"
Smart House,1999-06-26,1999,0,"['TV Movie', 'Drama', 'Family', 'Science Fiction', 'Fantasy']"
Friendship!,2010-01-13,2010,0,['Comedy']
The Missing Person,2009-01-16,2009,0,"['Comedy', 'Drama', 'Mystery', 'Thriller']"
Father of Invention,2010-02-14,2010,0,"['Comedy', 'Drama']"
Black Oasis,2005-10-28,2005,0,['Drama']
Lone Star State of Mind,2002-04-23,2002,0,"['Comedy', 'Crime']"
Foolish Wives,1922-01-11,1922,400200,['Drama']
The Scout,1994-09-30,1994,0,"['Comedy', 'Drama']"
Charlie Murphy: I Will Not Apologize,2010-01-01,2010,0,['Comedy']
The Lodge,2008-04-11,2008,0,"['Horror', 'Thriller']"
Cheech & Chong Roasted,2008-11-30,2008,0,['Comedy']
Mame,1974-03-07,1974,0,"['Comedy', 'Music']"
The Other,1972-05-23,1972,0,"['Drama', 'Horror', 'Mystery']"
Anzio,1968-07-24,1968,0,"['Action', 'Drama', 'War']"
Funny Bones,1995-09-20,1995,0,['Comedy']
Pray for Me - The Jason Jessee Film,2007-01-01,2007,0,['Documentary']
Dream Home,2006-06-05,2006,0,['Horror']
Thrashin',1986-08-29,1986,0,"['Action', 'Drama']"
Fear in the Night,1947-04-18,1947,0,"['Drama', 'Thriller']"
Icarus,2010-02-09,2010,0,"['Action', 'Drama', 'Thriller']"
The File on Thelma Jordon,1950-01-18,1950,0,"['Crime', 'Drama']"
S*P*Y*S,1974-09-05,1974,0,"['Action', 'Comedy']"
On the Beach,1959-12-16,1959,0,"['Science Fiction', 'Drama', 'Romance']"
Nightmare,1956-08-20,1956,0,['Crime']
The Hive,2008-02-17,2008,0,"['Horror', 'Science Fiction']"
Nate and Hayes,1983-11-18,1983,1963756,"['Action', 'Adventure', 'Comedy']"
Crazy on the Outside,2010-01-08,2010,88335,"['Comedy', 'Romance']"
Spoils of War,2009-12-31,2009,0,"['Action', 'War']"
Fatal Beauty,1987-10-30,1987,0,"['Adventure', 'Action', 'Comedy', 'Thriller']"
The Great Flamarion,1945-01-14,1945,0,"['Crime', 'Drama', 'Mystery']"
Mata Hari,1931-12-26,1931,2227000,"['Drama', 'Action', 'Thriller', 'Romance']"
The Guilty,1947-03-22,1947,0,['Mystery']
StarStruck,2010-02-14,2010,0,"['Comedy', 'Romance', 'TV Movie']"
The Bridges at Toko-Ri,1954-12-01,1954,0,"['Action', 'Drama', 'War', 'Romance']"
Joe Rogan: Talking Monkeys in Space,2009-06-20,2009,0,['Comedy']
The Lost Battalion,2001-12-02,2001,0,"['History', 'Drama', 'War']"
Geronimo: An American Legend,1993-12-10,1993,18635620,"['History', 'Action', 'Drama', 'Western']"
Dave Chappelle: HBO Comedy Half-Hour,1998-01-01,1998,0,['Comedy']
Intensity,1997-08-05,1997,0,"['Drama', 'Horror', 'Thriller']"
Philadelphia Experiment II,1993-11-12,1993,2970,['Science Fiction']
A Troll in Central Park,1994-10-07,1994,71368,"['Fantasy', 'Animation', 'Science Fiction', 'Family']"
Gammera the Invincible,1966-12-15,1966,0,"['Horror', 'Science Fiction']"
Dr. Caligari,1989-01-01,1989,0,"['Fantasy', 'Horror', 'Science Fiction', 'Comedy']"
Gold Diggers: The Secret of Bear Mountain,1995-11-03,1995,6029091,"['Drama', 'Adventure', 'Family', 'Mystery']"
Adam Ferrara: Funny As Hell,2009-04-14,2009,0,['Comedy']
As Good As Dead,2010-01-25,2010,0,"['Action', 'Adventure', 'Thriller']"
Teenage Zombies,1960-04-15,1960,0,"['Horror', 'Science Fiction']"
The Incredible Petrified World,1957-01-01,1957,0,"['Adventure', 'Science Fiction']"
The Alpha Incident,1978-01-01,1978,0,"['Horror', 'Science Fiction']"
Holiday in the Sun,2001-11-10,2001,0,"['Action', 'Adventure', 'Comedy', 'Family']"
Snakes on a Train,2006-08-15,2006,0,"['Horror', 'Action']"
Cooley High,1975-06-25,1975,13000000,"['Comedy', 'Drama']"
Roxanna,2002-05-28,2002,0,['Drama']
Ark,2005-09-27,2005,0,"['Action', 'Animation', 'Drama']"
Preacher's Kid,2010-01-29,2010,0,"['Drama', 'Family']"
The Genius Club,2006-01-01,2006,0,['Thriller']
Fix,2009-11-20,2009,0,['Drama']
Amateur Porn Star Killer 3: The Final Chapter,2009-01-13,2009,0,"['Crime', 'Horror', 'Thriller']"
Amateur Porn Star Killer,2006-06-30,2006,0,"['Horror', 'Crime']"
Do or Die,1991-06-28,1991,0,"['Action', 'Thriller']"
Resident Evil: Afterlife,2010-09-09,2010,300228084,"['Action', 'Adventure', 'Horror', 'Science Fiction']"
Dropkick Murphys: Live on Lansdowne,2010-03-16,2010,0,['Music']
Suzanne's Diary for Nicholas,2005-03-27,2005,0,"['Drama', 'Romance']"
Freud: The Secret Passion,1962-12-12,1962,0,['Drama']
Aquarela do Brasil,1942-08-24,1942,0,"['Animation', 'Comedy', 'Music']"
Alice Solves the Puzzle,1925-01-01,1925,0,['Animation']
Eddie Macon's Run,1983-03-23,1983,1262691,"['Drama', 'Action', 'Thriller', 'Crime']"
Born Free - A New Adventure,1996-04-27,1996,0,"['Documentary', 'Drama']"
Hangover Square,1945-10-29,1945,0,"['Crime', 'Drama', 'Horror', 'Thriller']"
Runaway,2005-04-26,2005,0,"['Drama', 'Thriller']"
Dirty Laundry,2006-07-15,2006,0,"['Comedy', 'Drama']"
Every Time We Say Goodbye,1986-11-14,1986,0,"['War', 'Drama', 'Romance']"
A Cry in the Night,1956-08-17,1956,0,['Drama']
Beyond the Forest,1949-10-21,1949,0,"['Drama', 'Thriller']"
The Brothers Warner,2008-09-25,2008,0,['Documentary']
Evil Angel,2009-02-05,2009,0,"['Horror', 'Thriller']"
Cult of the Cobra,1955-05-30,1955,0,['Horror']
Cry Vengeance,1954-11-24,1954,0,"['Drama', 'Action', 'Thriller', 'Crime']"
Cry of the Werewolf,1944-08-17,1944,0,['Horror']
"Crime, Inc.",1945-04-15,1945,0,"['Drama', 'Thriller']"
Crime in the Streets,1956-06-10,1956,0,['Crime']
Crime Against Joe,1956-03-21,1956,0,"['Drama', 'Thriller']"
Creature with the Atom Brain,1955-07-01,1955,0,"['Horror', 'Science Fiction']"
Convicted,1950-08-01,1950,0,"['Action', 'Crime']"
Compulsion,1959-04-01,1959,0,"['Crime', 'Drama']"
The Rolling Stones: Cocksucker Blues,1972-01-01,1972,0,"['Documentary', 'Music']"
The Clay Pigeon,1949-06-29,1949,0,['Crime']
-30-,1959-11-11,1959,0,['Drama']
Baby Face Nelson,1957-12-11,1957,0,"['Crime', 'Drama']"
Babar The Movie,1989-07-28,1989,0,"['Adventure', 'Animation', 'Family', 'Fantasy']"
The Next One,1984-09-15,1984,0,['Science Fiction']
Dial 1119,1950-11-03,1950,0,"['Thriller', 'Drama']"
New York Confidential,1955-02-15,1955,0,"['Crime', 'Drama']"
The End,1978-05-10,1978,45000000,['Comedy']
Pumpkinhead II: Blood Wings,1994-03-16,1994,0,['Horror']
Pumpkinhead: Ashes to Ashes,2006-10-28,2006,0,['Horror']
Pumpkinhead IV: Blood Feud,2007-02-10,2007,0,['Horror']
Chase Morran,1996-01-01,1996,0,"['Action', 'Science Fiction']"
"Munster, Go Home!",1966-06-15,1966,0,['Comedy']
Comprehensive Annual Financial Reports Exposed,2001-01-01,2001,0,['Documentary']
Police State 2000,1999-01-04,1999,0,['Documentary']
Police State II: The Take Over,2000-01-01,2000,0,['Documentary']
Police State III: Total Enslavement,2003-01-01,2003,0,['Documentary']
The Masters of Terror,2002-01-01,2002,0,['Documentary']
The Order of Death,2005-01-01,2005,0,['Documentary']
One Minute to Burn,2003-01-01,2003,0,['Documentary']
Eating,2004-05-14,2004,0,['Documentary']
The Big Gay Musical,2009-07-20,2009,0,"['Drama', 'Comedy', 'Music', 'Romance']"
The In Crowd,2000-07-19,2000,5217498,['Thriller']
Judy Berlin,1999-01-01,1999,0,"['Comedy', 'Drama']"
Burning Man: Just Add Couches,1997-01-01,1997,0,['Documentary']
The Giant Claw,1957-06-01,1957,0,"['Horror', 'Science Fiction']"
Stanley & Iris,1990-02-09,1990,5820015,"['Drama', 'Romance']"
Lucifer Rising,1974-04-10,1974,0,"['Mystery', 'Fantasy']"
True Heart Susie,1919-06-01,1919,0,"['Comedy', 'Romance', 'Drama']"
More,1998-01-01,1998,0,"['Animation', 'Science Fiction']"
The Grind,2009-09-22,2009,0,"['Action', 'Thriller', 'Romance']"
Shyness Machine Girl,2009-01-01,2009,0,"['Comedy', 'Action', 'Science Fiction']"
Under the Sea 3D,2009-02-13,2009,0,['Documentary']
Until the Light Takes Us,2008-10-31,2008,0,['Documentary']
Mexican Werewolf in Texas,2005-09-18,2005,0,['Horror']
I Want to Look Like That Guy,2009-07-21,2009,0,['Documentary']
Global Focus II: The New Environmentalists,2005-01-01,2005,0,['Documentary']
Garden of Evil,1954-07-09,1954,0,['Western']
The Creature Wasn't Nice,1983-07-01,1983,0,"['Comedy', 'Horror']"
Posse,1993-05-14,1993,0,"['Action', 'Adventure', 'Western']"
Timecode,2000-03-22,2000,0,['Drama']
More Places Forever,2008-01-01,2008,0,['Documentary']
Slaughtered Vomit Dolls,2006-01-01,2006,0,['Horror']
Romy and Michele: In the Beginning,2005-05-30,2005,0,['Comedy']
Switching Goals,1999-12-12,1999,0,"['Comedy', 'Family']"
Cedric the Entertainer: Taking You Higher,2006-10-03,2006,0,['Comedy']
Tiny Toon Adventures: How I Spent My Vacation,1992-03-11,1992,0,"['Adventure', 'Animation', 'Comedy', 'Family']"
Orion's Key,1996-01-01,1996,0,['Science Fiction']
Winning London,2001-03-27,2001,0,"['Comedy', 'Family']"
Out of Reach,2004-01-01,2004,0,"['Action', 'Thriller']"
Killer Fish,1979-12-07,1979,0,"['Adventure', 'Horror']"
Top Dog,1995-04-28,1995,5093707,"['Action', 'Adventure', 'Comedy', 'Family', 'Thriller']"
"What Did You Do in the War, Daddy?",1966-01-01,1966,0,"['Comedy', 'War']"
Night and the City,1992-10-11,1992,0,['Crime']
Crimes of Fashion,2004-01-01,2004,0,"['Action', 'Comedy', 'Thriller']"
Beastmaster III: The Eye of Braxus,1996-05-24,1996,0,"['Fantasy', 'Action', 'Adventure']"
Bridge of Dragons,1999-01-01,1999,0,"['Action', 'Science Fiction', 'Thriller']"
Evasive Action,1998-01-01,1998,0,"['Action', 'Thriller']"
The Grave,1996-01-01,1996,0,['Comedy']
The Tangerine Bear: Home in Time for Christmas!,2000-01-01,2000,0,"['Animation', 'Family']"
Longford,2006-10-26,2006,0,"['Crime', 'Drama']"
Dangerous Crossing,1953-08-01,1953,0,"['Drama', 'Mystery', 'Thriller']"
Dark City,1950-10-17,1950,0,"['Romance', 'Crime', 'Drama', 'Mystery']"
Dark Waters,1944-11-21,1944,0,['Mystery']
Deadline - U.S.A.,1952-03-14,1952,0,"['Crime', 'Drama']"
Deep Waters,1948-07-22,1948,0,['Drama']
Delusion,1991-06-07,1991,0,['Crime']
Destination Murder,1950-06-09,1950,0,['Crime']
Double Deal,1950-12-01,1950,0,"['Mystery', 'Drama', 'Adventure']"
Each Dawn I Die,1939-08-19,1939,0,"['Drama', 'Action', 'Thriller']"
Nefertiti: Resurrected,2003-08-17,2003,0,['Documentary']
Black Moon Rising,1986-01-10,1986,6637565,"['Action', 'Science Fiction', 'Thriller']"
Light Sleeper,1992-08-21,1992,0,"['Drama', 'Crime']"
Steele Justice,1987-05-08,1987,1327740,"['Action', 'Drama']"
Flipper,1996-05-17,1996,20080020,"['Adventure', 'Family']"
Rent-a-Kid,1995-01-01,1995,0,"['Comedy', 'Family', 'TV Movie']"
Timemaster,1995-01-01,1995,0,['Science Fiction']
House Calls,1978-03-15,1978,28460702,"['Comedy', 'Romance']"
King of Kings,1961-10-11,1961,14483352,['Drama']
After.Life,2009-11-07,2009,3606395,"['Drama', 'Horror', 'Mystery', 'Thriller']"
The Mad Doctor of Market Street,1942-02-27,1942,0,"['Horror', 'Thriller']"
Man in the Shadow,1957-11-01,1957,0,"['Thriller', 'Western', 'Drama']"
The Man With Bogart's Face,1980-10-03,1980,0,"['Comedy', 'Thriller']"
Manhandled,1949-05-25,1949,0,"['Crime', 'Drama']"
Miami Exposé,1956-09-01,1956,0,"['Crime', 'Drama']"
The Gathering Storm,2002-04-22,2002,0,"['Drama', 'History']"
Steve-O: The Early Years,2004-08-24,2004,0,"['Comedy', 'Documentary']"
